#CODE;RUSSIAN;x
String_the_Rule_of_Saint_AbrahamDAT;Кодексу Святого Авраама;x
String_the_Rule_of_Saint_AnthonyDAT;Кодексу Святого Антония;x
String_the_Noble_Eightfold_PathDAT;Благородному Восьмеричному Пути;x
String_the_four_PurusarthaDAT;Четырём Пурушартхам;x
String_the_AnuvrataDAT;Ануврате;x
String_the_Rule_of_Saint_BenedictINS;Кодексом Святого Бенедикта;x
String_the_Rule_of_Saint_AugustineINS;Кодексом Святого Августина;x
String_the_Rule_of_Saint_BasilINS;Кодексом Святого Василия;x
String_the_Rule_of_Saint_AbrahamINS;Кодексом Святого Авраама;x
String_the_Rule_of_Saint_AnthonyINS;Кодексом Святого Антония;x
String_the_Noble_Eightfold_PathINS;Благородным Восьмеричным Путём;x
String_the_four_PurusarthaINS;Четыремя Пурушартхами;x
String_the_AnuvrataINS;Анувратой;x
String_six_pointed_starACC;шестиконечную звезду;x
String_figurine_of_BuddhaACC;фигурку Будды;x
String_figurine_of_GaneshaACC;фигурку Ганеши;x
String_figurine_of_jain_godACC;фигурку Махавиры;x
String_hermes_trismegistusGEN;Гермеса Триждывеличайшего;x
String_idrisGEN;Идриса Толкователя;x
title_hermetics_apprentice_female;Ученица;x
GetHouseOfWorship_JewishACC;синагогу;x
GetHouseOfWorship_ChristianPREP;церкви;x
GetHouseOfWorship_MuslimPREP;мечети;x
GetHouseOfWorship_PaganPREP;храме;x
GetHouseOfWorship_ZoroastrianPREP;храме;x
GetHouseOfWorship_JewishPREP;синагоге;x
GetHouseOfWorship_HinduPREP;храме;x
GetHouseOfWorship_BuddhistPREP;храме;x
GetHouseOfWorship_JainPREP;храме;x
GetHouseOfWorship_PaganGEN;храма;x
GetHouseOfWorship_ZoroastrianGEN;храма;x
GetHouseOfWorship_JewishGEN;синагоги;x
GetHouseOfWorship_HinduGEN;храма;x
GetHouseOfWorship_BuddhistGEN;храма;x
GetHouseOfWorship_JainGEN;храма;x
String_massGEN;мессы;x
String_prayerGEN;молитвы;x
String_worshipGEN;поклонения;x
String_massINS;мессой;x
String_prayerINS;молитвой;x
String_worshipINS;поклонением;x
String_druzhinnik;дружинник;x
String_druzhinnikiGEN;дружинников;x
String_huscarlsGEN;хускарлов;x
String_men_at_armsGEN;всадников;x
String_kheshigsGEN;хишигтэнов;x
String_warriorsGEN;воинов;x
String_sainikonGEN;сайниконов;x
String_CatholicP;католи[GetChkaK];x
String_ChristianP;христиан[GetKaIn];x
String_MuslimP;мусульман[GetKaIn];x
String_JewP;иудей[GetEndKa];x
String_ZoroastrianP;зороастри[GetYkaEts];x
String_BuddhistP;буддист[GetEndKa];x
String_JainP;джайнист[GetEndKa];x
String_HinduP;индуист[GetEndKa];x
String_NorseP;скандинав[GetEndKa];x
String_SlavP;родовер[GetEndKa];x
String_RomuvanP;ромуван[GetKaIn];x
String_FinnP;фин[GetKaN];x
String_West_AfricanP;африкан[GetKaEts];x
String_TengriP;тенгриан[GetKaIn];x
String_ZunP;зунист[GetEndKa];x
String_AztecP;ацте[GetChkaK];x
String_HelleneP;эллин[GetEndKa];x
String_PaganP;язычни[GetTsaK];x
String_CatharP;катар[GetEndKa];x
String_FraticelliP;фратичелли;x
String_WaldesianP;вальденсиан[GetKaIn];x
String_LollardP;лоллард[GetEndKa];x
String_BogomilistP;богомил[GetEndKa];x
String_MonotheliteP;монофелит[GetEndKa];x
String_IconoclastP;иконобор[GetKaEts];x
String_PaulicianP;павликиан[GetKaIn];x
String_MiaphysiteP;миафизит[GetEndKa];x
String_MonophysiteP;монофизит[GetEndKa];x
String_NestorianP;несториан[GetKaEts];x
String_MessalianP;мессалиан[GetKaIn];x
String_ZikriP;зикри[GetYkaEts];x
String_YazidiP;езид[GetEndKa];x
String_DruzeP;друз[GetEndKa];x
String_HurufiP;хуруфит[GetEndKa];x
String_IbadiP;ибадит[GetEndKa];x
String_KharijiteP;хариджит[GetEndKa];x
String_SamaritanP;самаритян[GetKaIn];x
String_KaraiteP;караит[GetEndKa];x
String_MazdakiP;маздаки[GetYkaEts];x
String_ManicheanP;манихей[GetEndKa];x
String_Aztec;ацтек;x
String_Norses;скандинавы;x
String_Slavs;славяне;x
String_Romuvans;ромуване;x
String_Finns;финны;x
String_West_Africans;африканцы;x
String_Tengris;тенгриане;x
String_Zuns;зунисты;x
String_Aztecs;ацтеки;x
String_Hellenes;эллины;x
String_Pagans;язычники;x
String_Cathars;катары;x
String_Waldesians;вальденсы;x
String_Lollards;лолларды;x
String_Bogomilists;богомилы;x
String_Monothelites;монофелиты;x
String_Iconoclasts;иконоборцы;x
String_Paulicians;павликиане;x
String_Miaphysites;миафизиты;x
String_Monophysites;монофизиты;x
String_Nestorians;несториане;x
String_Messalians;мессалиане;x
String_Zikris;зикрийцы;x
String_Yazidis;езиды;x
String_Druzes;друзы;x
String_Hurufis;хуруфиты;x
String_Ibadis;ибадиты;x
String_Kharijites;хариджиты;x
String_Samaritans;самаритяне;x
String_Karaites;караиты;x
String_Mazdakis;маздакийцы;x
String_Manicheans;манихеи;x
String_Pagan;языче;x
String_CatholicPINS;католи[GetChkoyKom];x
String_ChristianPINS;христиан[GetKoyInom];x
String_MuslimPINS;мусульман[GetKoyInom];x
String_JewPINS;иуде[GetYkoyEm];x
String_ZoroastrianPINS;зороастри[GetYkoyYtsem];x
String_BuddhistPINS;буддист[GetKoyOm];x
String_JainPINS;джайнист[GetKoyOm];x
String_HinduPINS;индуист[GetKoyOm];x
String_NorsePINS;скандинав[GetKoyOm];x
String_SlavPINS;родовер[GetKoyOm];x
String_RomuvanPINS;ромуван[GetKoyInom];x
String_FinnPINS;фин[GetKoyNom];x
String_West_AfricanPINS;африкан[GetKoyTsem];x
String_TengriPINS;тенгриан[GetKoyInom];x
String_ZunPINS;зунист[GetKoyOm];x
String_AztecPINS;ацте[GetChkoyKom];x
String_HellenePINS;эллин[GetKoyOm];x
String_PaganPINS;язычни[GetTseyKom];x
String_CatharPINS;катар[GetKoyOm];x
String_WaldesianPINS;вальденсиан[GetKoyTsem];x
String_LollardPINS;лоллард[GetKoyOm];x
String_BogomilistPINS;богомил[GetKoyOm];x
String_MonothelitePINS;монофелит[GetKoyOm];x
String_IconoclastPINS;иконобор[GetKoyTsem];x
String_PaulicianPINS;павликиан[GetKoyInom];x
String_MiaphysitePINS;миафизит[GetKoyOm];x
String_MonophysitePINS;монофизит[GetKoyOm];x
String_NestorianPINS;несториан[GetKoyTsem];x
String_MessalianPINS;мессалиан[GetKoyInom];x
String_ZikriPINS;зикри[GetYkoyYtsem];x
String_YazidiPINS;езид[GetKoyOm];x
String_DruzePINS;друз[GetKoyOm];x
String_HurufiPINS;хуруфит[GetKoyOm];x
String_IbadiPINS;ибадит[GetKoyOm];x
String_KharijitePINS;хариджит[GetKoyOm];x
String_SamaritanPINS;самаритян[GetKoyInom];x
String_KaraitePINS;караит[GetKoyOm];x
String_MazdakiPINS;маздаки[GetYkoyYtsem];x
String_ManicheanPINS;манихе[GetYkoyEm];x
String_saintGEN;святого;x
String_famous_holy_manGEN;известного праведника;x
String_great_heroGEN;великого героя;x
String_saintDAT;святому;x
String_famous_holy_manDAT;известному праведнику;x
String_great_heroDAT;великому герою;x
String_ChristiansGEN;христиан;x
String_MuslimsGEN;мусульман;x
String_pagansGEN;язычников;x
String_ZoroastriansGEN;зороастрийцев;x
String_JewsGEN;иудеев;x
String_IndiansGEN;индусов;x
String_ChristiansDAT;христианам;x
String_MuslimsDAT;мусульманам;x
String_pagansDAT;язычникам;x
String_ZoroastriansDAT;зороастрийцам;x
String_JewsDAT;иудеям;x
String_IndiansDAT;индусам;x
String_ChristiansPREP;христианах;x
String_MuslimsPREP;мусульманах;x
String_pagansPREP;язычниках;x
String_ZoroastriansPREP;зороастрийцах;x
String_JewsPREP;иудеях;x
String_IndiansPREP;индусах;x
String_Hellenic;эллин;x
String_SunniP;суннит[GetEndKa];x
String_ShiaP;шиит[GetEndKa];x
String_SunniPINS;суннит[GetKoyOm];x
String_ShiaPINS;шиит[GetKoyOm];x
String_Suomenusko_FollowerINS;привержен[GetKoyTsem] суоменуско;x
String_Norse_FollowerINS;привержен[GetKoyTsem] асарту;x
String_Orthodox_ChristianINS;православн[GetOyYm];x
String_Sunnis;сунниты;x
String_Shias;шииты;x
String_Suomenusko_Followers;приверженцы суоменуско;x
String_Norse_Followers;приверженцы асарту;x
String_Orthodox_Christians;православные;x
String_BibleGEN;Библии;x
String_KoranGEN;Корана;x
String_TorahGEN;Торы;x
String_GathasGEN;Гат;x
String_MahabharataGEN;Махабхараты;x
String_Angas_SutrasGEN;Анга-сутр;x
String_BuddhacavanaGEN;Буддакаваны;x
String_SagasGEN;саг;x
String_LegendsGEN;легенд;x
String_AsceticusGEN;Аскетика;x
String_Book_of_IlluminationGEN;Книги Джилве;x
String_Epistles_of_WisdomGEN;Посланий Мудрости;x
String_Great_SecretGEN;Великой Тайны;x
String_BibleACC;Библию;x
String_TorahACC;Тору;x
String_MahabharataACC;Махабхарату;x
String_BuddhacavanaACC;Буддакавану;x
String_Book_of_IlluminationACC;Книгу Джилве;x
String_Great_SecretACC;Великую Тайну;x
String_Catholic_Bible;латинская Библия;x
String_Orthodox_Bible;греческая Библия;x
String_Other_Bible;нетрадиционная Библия;x
String_Sunni_Koran;суннитские трактовки Корана;x
String_Shia_Koran;шиитские трактовки Корана;x
String_Other_Koran;нетрадиционные трактовки Корана;x
String_Hindu_Mahabharata;индуистские выдержки из Махабхараты;x
String_Jain_Angas_Sutras;джайнские Анга-сутры;x
String_Norse_Sagas;скандинавские саги;x
String_Slavic_Legends;славянские былины;x
String_Tengri_Legends;тенгрианские предания;x
String_Romuva_Legends;балтийские сказания;x
String_Suomenusko_Legends;финские предания;x
String_West_African_Legends;африканские легенды;x
String_Zun_Legends;зунские легенды;x
String_Aztec_Legends;ацтекские легенды;x
String_Hellenic_Legends;эллинский эпос;x
String_Pagan_Legends;древние предания;x
String_Torah_Other;нетрадиционные толкования Торы;x
String_Catholic_BibleGEN;латинской Библии;x
String_Orthodox_BibleGEN;греческой Библии;x
String_Other_BibleGEN;нетрадиционной Библии;x
String_Sunni_KoranGEN;суннитсктих трактовок Корана;x
String_Shia_KoranGEN;шиитских трактовок Корана;x
String_Other_KoranGEN;нетрадиционных трактовок Корана;x
String_Hindu_MahabharataGEN;индуистских выдержек из Махабхараты;x
String_Jain_Angas_SutrasGEN;джайнских Анга-сутр;x
String_Norse_SagasGEN;скандинавских саг;x
String_Slavic_LegendsGEN;славянских былин;x
String_Tengri_LegendsGEN;тенгрианских преданий;x
String_Romuva_LegendsGEN;балтийских сказаний;x
String_Suomenusko_LegendsGEN;финских преданий;x
String_West_African_LegendsGEN;африканских легенд;x
String_Zun_LegendsGEN;зунских легенд;x
String_Aztec_LegendsGEN;ацтекских легенд;x
String_Hellenic_LegendsGEN;эллинского эпоса;x
String_Pagan_LegendsGEN;древних преданий;x
String_Torah_OtherGEN;нетрадиционных толкований Торы;x
String_Catholic_BibleACC;латинскую Библию;x
String_Orthodox_BibleACC;греческую Библию;x
String_Other_BibleACC;нетрадиционную Библию;x
GOD_GOD_GEN;Бога;x
GOD_ALLAH_GEN;Аллаха;x
GOD_SHAYTAN_GEN;Шайтана;x
GOD_AHURA_MAZDA_GEN;Ахура Мазды;x
GOD_BRAHMA_GEN;Брахмы;x
GOD_THE_TIRTHANKARAS_GEN;Тиртхананкары;x
GOD_ODIN_GEN;Одина;x
GOD_PERUN_GEN;Перуна;x
GOD_DIEVAS_GEN;Диеваса;x
GOD_THE_CREATOR_GEN;Всевышнего;x
GOD_ZUN_GEN;Зуна;x
GOD_SATURN_GEN;Сатурна;x
GOD_AHURA_MAZDA_ACC;Ахура Мазду;x
GOD_BRAHMA_ACC;Брахму;x
GOD_THE_TIRTHANKARAS_ACC;Тиртхананкару;x
GOD_GOD_DAT;Богу;x
GOD_ALLAH_DAT;Аллаху;x
GOD_SHAYTAN_DAT;Шайтану;x
GOD_AHURA_MAZDA_DAT;Ахура Мазде;x
GOD_BRAHMA_DAT;Брахме;x
GOD_THE_TIRTHANKARAS_DAT;Тиртхананкаре;x
GOD_ODIN_DAT;Одину;x
GOD_PERUN_DAT;Перуну;x
GOD_DIEVAS_DAT;Диевасу;x
GOD_THE_CREATOR_DAT;Творцу;x
GOD_ZUN_DAT;Зуну;x
GOD_SATURN_DAT;Сатурну;x
GOD_GOD_INS;Богом;x
GOD_ALLAH_INS;Аллахом;x
GOD_SHAYTAN_INS;Шайтаном;x
GOD_AHURA_MAZDA_INS;Ахура Маздой;x
GOD_BRAHMA_INS;Брахмой;x
GOD_THE_TIRTHANKARAS_INS;Тиртхананкарой;x
GOD_ODIN_INS;Одином;x
GOD_PERUN_INS;Перуном;x
GOD_DIEVAS_INS;Диевасом;x
GOD_THE_CREATOR_INS;Творцом;x
GOD_ZUN_INS;Зуном;x
GOD_SATURN_INS;Сатурном;x
GOD_GOD_VOC;Боже;x
GOD_THE_CREATOR_VOC;Всевышний;x
GOD_ZURVAN_GEN;Зурвана;x
GOD_ZURVAN_DAT;Зурвану;x
GOD_ZURVAN_INS;Зурваном;x
GetHolding_Castle_1GEN;замка;x
GetHolding_Castle_2GEN;замка;x
GetHolding_Castle_3GEN;замка;x
GetHolding_Temple_1GEN;храма;x
GetHolding_Nomad_1GEN;лагеря;x
GetHolding_Nomad_2GEN;лагеря;x #encampment
GetHolding_Nomad_3GEN;лагеря;x #дворца
GetHolding_Tribal_1GEN;чертога;x #village
GetHolding_Tribal_2GEN;чертога;x #town
GetHolding_Tribal_3GEN;чертога;x #fortress
GetHolding_City_1GEN;города;x
GetHolding_City_2GEN;города;x
GetHolding_City_3GEN;города;x #metropolis
GetHolding_Fallback_1GEN;замка;x #столицы
GetHolding_Castle_1DAT;замку;x
GetHolding_Castle_2DAT;замку;x
GetHolding_Castle_3DAT;замку;x
GetHolding_Temple_1DAT;храму;x
GetHolding_Nomad_1DAT;лагерю;x
GetHolding_Nomad_2DAT;лагерю;x #encampment
GetHolding_Nomad_3DAT;лагерю;x #дворцу
GetHolding_Tribal_1DAT;чертогу;x #village
GetHolding_Tribal_2DAT;чертогу;x #town
GetHolding_Tribal_3DAT;чертогу;x #fortress
GetHolding_Fallback_1DAT;замку;x #столице
String_settlementGEN;города;x
GetHolding_Castle_1PREP;замке;x
GetHolding_Castle_2PREP;замке;x
GetHolding_Castle_3PREP;замке;x #дворце
GetHolding_Temple_1PREP;храме;x
GetHolding_Nomad_1PREP;лагере;x
GetHolding_Nomad_2PREP;лагере;x #encampment
GetHolding_Nomad_3PREP;лагере;x #дворце
GetHolding_Tribal_1PREP;чертоге;x #village
GetHolding_Tribal_2PREP;чертоге;x #town
GetHolding_Tribal_3PREP;чертоге;x #fortress
GetHolding_City_1PREP;городе;x
GetHolding_City_2PREP;городе;x
GetHolding_City_3PREP;городе;x #metropolis
GetHolding_Fallback_1PREP;замке;x #столице
String_settlementPREP;городе;x
GetHolding_Mansion_1;особняк;x
GetHolding_Mansion_2;особняк;x
GetHolding_Mansion_3;особняк;x
GetHolding_Mansion_1GEN;особняка;x
GetHolding_Mansion_2GEN;особняка;x
GetHolding_Mansion_3GEN;особняка;x
GetHolding_Mansion_1DAT;особняку;x
GetHolding_Mansion_2DAT;особняку;x
GetHolding_Mansion_3DAT;особняку;x
GetHolding_Mansion_1PREP;особняке;x
GetHolding_Mansion_2PREP;особняке;x
GetHolding_Mansion_3PREP;особняке;x
GetChamber_TentACC;палатку;x
GetChamber_ChambersPREP;покоях;x
GetChamber_TentPREP;палатке;x
GetChamber_MyChambers;ои покои;x
GetChamber_MyTent;оя палатка;x
GetChamber_MyTentACC;ою палатку;x
GetChamber_MyChambersPREP;оих покоях;x
GetChamber_MyTentPREP;оей палатке;x
String_offspringGEN;отпрыска;x
String_sonGEN;сына;x
String_garden;сад;x
String_sonPREP;сыне;x
String_daughterPREP;дочери;x
String_GetHusbandWifeOppPREP;[This.GetHusbandWifePREPOpp];x
String_investmentsPREP;инвестициях;x
String_gardenPREP;саде;x
String_building_plansPREP;строительных планах;x
String_sword_practicePREP;тренировках;x
String_tome_collectionPREP;коллекции книг;x
String_friendsPREP;друзьях;x
String_lovePREP;любовных делах;x
String_dogPREP;собаке;x
String_catPREP;кошке;x
String_sonPREP_My;моём сыне;x
String_daughterPREP_My;моей дочери;x
String_GetHusbandWifeOppPREP_My;мо[This.GetEyYom] [This.GetHusbandWifePREPOpp];x
String_investmentsPREP_My;моих инвестициях;x
String_gardenPREP_My;моём саде;x
String_building_plansPREP_My;моих строительных планах;x
String_sword_practicePREP_My;моих тренировках;x
String_tome_collectionPREP_My;моей коллекции книг;x
String_friendsPREP_My;моих друзьях;x
String_lovePREP_My;моих любовных делах;x
String_dogPREP_My;моей собаке;x
String_catPREP_My;моей кошке;x
String_healthPREP_My;моём здоровье;x
String_culture;культурн;x
String_MammonGEN;Маммоны;x
String_BeelzebubGEN;Вельзевула;x
String_AbaddonGEN;Абаддона;x
String_BelphegorGEN;Бельфегора;x
String_AsmodeusGEN;Асмодея;x
String_LeviathanGEN;Левиафана;x
String_AstarothGEN;Астарота;x
String_BelialGEN;Белиала;x
String_BerithGEN;Баалберита;x
String_PythiusGEN;Пифия;x
String_AkomanGEN;Акомана;x
String_IndarGEN;Индара;x
String_SawarGEN;Савара;x
String_TaurizGEN;Тауриза;x
String_AkatashGEN;Акаташа;x
String_Yabash_HanGEN;Ябаш-хана;x
String_Kerey_HanGEN;Керей-хана;x
String_Badysh_HanGEN;Бадыш-хана;x
String_Shyngay_HanGEN;Шингай-хана;x
String_Karash_HanGEN;Караш-хана;x
String_Baba_YagaGEN;Бабы-яги;x
String_BerstukGEN;Берстука;x
String_the_ShishigasGEN;Шишиг;x
String_PolunocnicaGEN;Полуночницы;x
String_BakasuraGEN;Бакасуры;x
String_KirmiraGEN;Кирмиры;x
String_JatasurGEN;Джатасура;x
String_RavanaGEN;Раваны;x
String_AngrbodaGEN;Ангербоды;x
String_FenrirGEN;Фенрира;x
String_MammonDAT;Маммоне;x
String_BeelzebubDAT;Вельзевулу;x
String_AbaddonDAT;Абаддону;x
String_BelphegorDAT;Бельфегору;x
String_AsmodeusDAT;Асмодею;x
String_LeviathanDAT;Левиафану;x
String_AstarothDAT;Астароту;x
String_BelialDAT;Белиалу;x
String_BerithDAT;Баалбериту;x
String_PythiusDAT;Пифию;x
String_AkomanDAT;Акоману;x
String_IndarDAT;Индару;x
String_SawarDAT;Савару;x
String_TaurizDAT;Тауризу;x
String_AkatashDAT;Акаташу;x
String_Yabash_HanDAT;Ябаш-хану;x
String_Kerey_HanDAT;Керей-хану;x
String_Badysh_HanDAT;Бадыш-хану;x
String_Shyngay_HanDAT;Шингай-хану;x
String_Karash_HanDAT;Караш-хану;x
String_Baba_YagaDAT;Бабе-яге;x
String_BerstukDAT;Берстуку;x
String_the_ShishigasDAT;Шишигам;x
String_PolunocnicaDAT;Полуночнице;x
String_BakasuraDAT;Бакасуре;x
String_KirmiraDAT;Кирмире;x
String_JatasurDAT;Джатасуру;x
String_RavanaDAT;Раване;x
String_AngrbodaDAT;Ангербоде;x
String_FenrirDAT;Фенриру;x
String_scimitarACC;саблю;x
String_axeACC;секиру;x
String_maceACC;булаву;x
String_Sun_englishINS;Солнцем;x
String_Mercury_englishINS;Меркурием;x
String_Venus_englishINS;Венерой;x
String_Earth_englishINS;Землёй;x
String_Moon_englishINS;Луной;x
String_Mars_englishINS;Марсом;x
String_Jupiter_englishINS;Юпитером;x
String_Saturn_englishINS;Сатурном;x
String_Uranus_englishINS;Ураном;x
String_Neptune_englishINS;Нептуном;x
String_Pluto_englishINS;Плутоном;x
String_Sun_arabicINS;Шамсом;x
String_Mercury_arabicINS;Отаредом;x
String_Venus_arabicINS;Зухрой;x
String_Earth_arabicINS;Аль-Ардхем;x
String_Moon_arabicINS;Аль-Камаром;x
String_Mars_arabicINS;Меррихом;x
String_Saturn_arabicINS;Зухалом;x
String_Uranus_arabicINS;Ораносом;x
String_Neptune_arabicINS;Небтоном;x
String_Sun_hellenicINS;Гелиосом;x
String_Mercury_hellenicINS;Гермесом;x
String_Venus_hellenicINS;Афродитой;x
String_Earth_hellenicINS;Геей;x
String_Moon_hellenicINS;Селеной;x
String_Mars_hellenicINS;Аресом;x
String_Jupiter_hellenicINS;Зевсом;x
String_Saturn_hellenicINS;Кроном;x
String_Uranus_hellenicINS;Ураном;x
String_Neptune_hellenicINS;Посейдоном;x
String_Sun_farsiINS;Хоршидом;x
String_Mercury_farsiINS;Тиром;x
String_Mars_farsiINS;Бахрамом;x
String_Jupiter_farsiINS;Берджисом;x
String_Saturn_farsiINS;Кайвоном;x
String_Neptune_farsiINS;Нептоном;x
String_stewardINS;управляющим;x
String_figtherINS;воином;x
String_diplomatINS;дипломатом;x
String_schemerINS;интриганом;x
String_scholarINS;учёным;x
String_administrationGEN;экономики;x
String_battleGEN;военного дела;x
String_diplomacyGEN;дипломатии;x
String_intrigueGEN;искусства интриг;x
String_scholarshipGEN;схоластики;x
String_administrationACC;экономику;x
String_diplomacyACC;дипломатию;x
String_scholarshipACC;схоластику;x
String_AriesGEN;Овна;x
String_TaurusGEN;Тельца;x
String_GeminiGEN;Близнецов;x
String_CancerGEN;Рака;x
String_LeoGEN;Льва;x
String_VirgoGEN;Девы;x
String_LibraGEN;Весов;x
String_ScorpiusGEN;Скорпиона;x
String_SagittariusGEN;Стрельца;x
String_CapricornGEN;Козерога;x
String_AquariusGEN;Водолея;x
String_PiscesGEN;Рыб;x
String_Universal_TheologyPREPV;в истине Вселенского Богословия;x
String_origin_of_the_Trinity_before_MessiahPREPV;в истоках Троицы домессианской эпохи;x
String_QabalahPREPV;в отношении Каббалы к Гермесу Трисмегисту;x
String_unity_with_the_OnePREPV;в путях достижения Единства;x
String_nature_of_Prima_materiaPREPV;в природе Первичной материи;x
String_nature_of_the_Inner_and_the_Outer_cosmosPREPV;в природе Внутреннего и Внешнего;x
String_Prisca_theologiaPREPV;в единстве с точки зрения Prisca theologia;x
String_esoteric_meaning_of_the_CaduceusPREPV;в эзотерическом значении Кадуцея;x
String_truth_inherent_to_Divine_ConsciousnessPREPV;в истине, присущей Божественному Сознанию;x
String_interaction_of_the_soul_and_alchemyPREPV;во взаимосвязи души и алхимии;x
String_very_definition_of_a_true_magnum_opusPREPV;в истинном определении magnum opus;x
String_the_nature_of_the_Judgements_and_the_BazaarPREPV;в природе Суждений и Базара;x
String_the_movement_of_celestial_bodiesPREPV;в движении небесных тел;x
String_the_laws_of_the_starsPREPV;в законах звёзд;x
String_dark_artsGEN;тёмных искусств;x
String_black_magicGEN;чёрной магии;x
String_GetDWDarkMagicGEN_fallback;тёмной магии;x
String_sihrGEN;сихра;x
String_QliphothGEN;Клипота;x
String_koldovstvoGEN;колдовства;x
String_seiрrGEN;сейпра;x
String_HibiscusGEN;гибискуса;x
String_Ginger_RootGEN;корня имбиря;x
String_MandrakeGEN;корня мандрагоры;x
String_Lemon_GrassGEN;лемонграсса;x
String_NettlesGEN;крапивы;x
String_WormwoodGEN;полыни;x
String_ValerianGEN;валерьяны;x
String_VioletGEN;лепестков фиалки;x
String_YarrowGEN;тысячелистника;x
String_Gall_BladderGEN;желчного пузыря;x
String_KidneyGEN;свинных почек;x
String_EyeballsGEN;глазных яблок;x
String_Cloven_hoovesGEN;раздвоенных копыт;x
String_AntlersGEN;оленьих рогов;x
String_SnoutGEN;свинного рыла;x
String_HeartGEN;кроличьего сердца;x
String_LiverGEN;гусиной печени;x
String_IntestinesGEN;овечьих кишок;x
String_SilverGEN;серебра;x
String_MercuryGEN;ртути;x
String_BrimstoneGEN;серы;x
String_GoldGEN;золота;x
String_CopperGEN;меди;x
String_IronGEN;железа;x
String_TinGEN;олова;x
String_GetDWDevilGEN_fallback;Дьявола;x
String_SatanGEN;Сатаны;x
String_IblisGEN;Иблиса;x
String_AhrimanGEN;Ахримана;x
String_ChernobogGEN;Чернобога;x
String_KaliGEN;Кали Пуруши;x
String_ErlikGEN;Эрлика;x
String_GetDWDevilDAT_fallback;Дьяволу;x
String_SatanDAT;Сатане;x
String_IblisDAT;Иблису;x
String_AhrimanDAT;Ахриману;x
String_ChernobogDAT;Чернобогу;x
String_KaliDAT;Кали Пуруше;x
String_ErlikDAT;Эрлику;x
String_GetDWDevilACC_fallback;Дьявола;x
String_SatanACC;Сатану;x
String_IblisACC;Иблиса;x
String_AhrimanACC;Ахримана;x
String_ChernobogACC;Чернобога;x
String_KaliACC;Кали Пурушу;x
String_ErlikACC;Эрлика;x
END_IY;ий;x
END_YY;ый;x
END_OY;ой;x
END_OYA;оя;x
END_A;а;x
END_E;е;x
END_IM;им;x
END_YM;ым;x
END_OM;ом;x
END_YOM;ём;x
END_EM;ем;x
END_YOL;ел;x
END_OT;от;x
END_LAS;лась;x
END_LSYA;лся;x
END_SYA;ся;x
END_U;у;x
END_YU;ю;x
END_NA;на;x
END_SOFT_NA;ьна;x
END_YNA;йна;x
END_EN;ен;x
END_IN;ин;x
END_INA;ина;x
END_INOM;ином;x
END_NOM;ном;x
END_YKOY;йкой;x
END_YKA;йка;x
END_KA;ка;x
END_AKA;ака;x
END_K;к;x
END_KOM;ком;x
END_KOY;кой;x
END_TSA;ца;x
END_TSU;цу;x
END_TSY;цы;x
END_TSEY;цей;x
END_NITSA;ница;x
END_SOFT_NITSEY;ьницей;x
END_ETS;ец;x
END_TSEM;цем;x
