#CODE;RUSSIAN;
INTERACTION_CANT_LEAVE_COALITION_AT_WAR;Убедитесь, что НЕ участвует в оборонительной войне против правителя, известного как §Y[Recipient.GetTitledFirstName]§!;x
MAPMODE_COALITIONS;§YОборонительные союзы§!;x
MAPMODE_COALITIONS_DESC;Эта карта показывает оборонительные союзы против выбранного государства.;x
COALITION_TARGET;Против этого государства был сформирован оборонительный союз;x
VALID_COALITION_TARGET;Является достаточной угрозой, чтобы сформировать оборонительный союз против себя;x
COALITION_TARGETS;В оборонительном союзе против следующих целей: $TARGETS|Y$;x
PACTS_TAB_DRO;Здесь показаны альянсы, пакты о ненападении и оборонительные союзы.;x
REMOVE_ACTOR_FROM_COALITION;Это исключит меня из оборонительного союза против правителя, известного как §Y[Recipient.GetTitledFirstName]§!.;x
REMOVE_RECIPIENT_FROM_COALITION;Это исключит правителя, известного как §Y[Recipient.GetTitledFirstName]§!, из оборонительного союза против меня.;x
JOINED_WAR_DEFENSIVE_COALITION_SETUP;Призыв к оружию (оборонительный союз);x
JOINED_WAR_DEFENSIVE_COALITION_LOG;$ALLY|Y$ присоединяется к войне против правителя, известного как $TARGET|Y$, поскольку как и $CALLER|Y$ является участником оборонительного союза и исполняет свои обязательства.;x
START_COALITION;Создать оборонительный союз;x
LEAVE_COALITION;Покинуть оборонительный союз;x
JOIN_COALITION;Вступить в оборонительный союз;x
START_COALITION_LONG_DESC;Оборонительный союз - это группа, объединённая против общего врага, который стал столь сильным, что угрожает существующему миропорядку. Кога враг (цель) союза нападает на любого его участника, все остальные обязаны вступить в войну, чтобы остановить его.;x
start_coalition_opposing;Вы действительно хотите создать оборонительный союз против правителя, известного как $TARGET|Y$?;x
leave_coalition_opposing;Вы действительно хотите покинуть оборонительный союз против правителя, известного как $TARGET|Y$?;x
join_coalition_opposing;Вы действительно хотите вступить в оборонительный союз против правителя, известного как $TARGET|Y$?;x
coalition_title;Оборонительный союз, цель которого - $TARGET$;x
RELATION_COALITION_TARGET;$TARGET|Y$ противостоит оборонительному союзу, в котором состоит $MEMBER|Y$.;x
RELATION_COALITION_MEMBER;$MEMBER|Y$ состоит в оборонительном союзе, которому противостоит $TARGET|Y$;x
COALITION_STARTED_SETUP;Новый оборонительный союз;x
COALITION_STARTED_LOG;$MEMBER|Y$ создаёт оборонительный союз государств, которым угрожает $TARGET|Y$;x
COALITION_JOINED_SETUP;Вступление в оборонительный союз;x
COALITION_JOINED_LOG;§Y$MEMBER$§! вступает в оборонительный союз, которому угрожает §Y$TARGET$§!;x
COALITION_LEFT_SETUP;Выход из оборонительного собза;x
COALITION_LEFT_LOG;§Y$MEMBER$§! покидает оборонительный союз, которому угрожает §Y$TARGET$§!;x
COALITION_DISSOLVED_SETUP;Оборонительный союз ликвидирован;x
COALITION_DISSOLVED_LOG;Оборонительный союз против правителя, известного как §Y$TARGET$§! прекратил своё существование.;x
GAME_SETUP_COALITION_TARGET_ICON;Являяется целью оборонительного союза $NUM_MEMBERS|Y$ государств.;x
GAME_SETUP_COALITION_MEMBER_ICON;Состоит в оборонительном союзе $NUM_MEMBERS|Y$ государств, которому противостоит $TARGET|Y$.;x
BADBOY_EFFECT;$DIRECTION$ $VALUE$ к уровню угрозы\n;x
TRANSFER_INFAMY;Уровень угрозы от $SOURCE$;x #ПРОВЕРИТЬ
INFAMY_NON_RULER_DESC;Уровень угрозы не расчитывается, поскольку $CHARACTER|Y$ - не правитель.;x
alert_high_infamy_instant;§YВы - угроза миропорядку!§!;x
RELEASE_VASSAL_INTERACTION_0;Даровать независимость вассалу (§Y[Recipient.GetTitledFirstName]§W). [Recipient.GetSubjectPronounCap] не забудет о Вашей щедрости (§G+$OPINION$§! к мнению о Вас, §G$INFAMY$%§! к уровню угрозы);x
GRANT_LANDED_TITLE_INTERACTION_6;§Y[Recipient.GetTitledFirstName]§W получит все титулы и земли области "§Y[ThirdPartyTitle.GetFullName]§W" (которыми Вы обладаете). Это повысит [Recipient.GetAbsPossPronoun] мнение о Вас на §G$OPINION$§! и снизит уровень Вашей угрозы на §G$INFAMY$%§!.;x #ПРОВЕРИТЬ
GRANT_LANDED_TITLE_INTERACTION_1;§Y[Recipient.GetTitledFirstName]§W получит титул и земли области "§Y[ThirdPartyTitle.GetFullName]§W". Это увеличит [Recipient.GetHersHis] мнение о Вас на §G$OPINION$§! и снизит уровень Вашей угрозы на §G$INFAMY$%§!.;x #ПРОВЕРИТЬ
INTERACTION_COALITION_REQUIRES_INFAMY_LIMIT;Убедитесь, что §Y[Recipient.GetTitledFirstName]§! имеет уровень своей угрозы по меньшей мере $NUM|Y$%;x
COALITION_SIZE;Угроза: $INFAMY|%Y0$/$LIMIT|%Y0$;x
INFAMY_LOWER_TRIGGER;$CHAR|Y$ представляет меньшую угрозу чем $VALUE|Y$.;x
INFAMY_HIGHER_TRIGGER;$CHAR|Y$ представляет большую угрозу чем $VALUE|Y$.;x
CHANGE_INFAMY_EFFECT;$CHAR|Y$ получит $VALUE|Y$ к уровню своей угрозы\n;x
nogovernment;Нет политической системы;x
nogovernment_desc;Нет политической системы;x
alert_council_discontent_name;Ваш Совет недоволен;x
alert_liege_council_discontent_name;Совет сюзерена недоволен;x
alert_peace_soon_enforced_name;Мир внутри страны неизбежен;x
alert_peace_being_enforced_name;Установлен мир внутри страны;x
alert_my_peace_soon_enforced_name;Моя страна скоро будет в мире;x
alert_high_infamy_name;Угроза;x
EVTDESC_ZE_23000;Заседать в Совете сюзерена не так просто, как кажется на первый взгляд. Удивительно, сколько планов, рассмотрений и обсуждений можно выдумать, только чтобы изобразить бурную деятельность Совета - этот список "важных" дел никогда не кончится... Вы уже на грани нервного срыва и тут [target_help_councillor.GetTitledFirstName] подходит к Вам и предлагает свою помощь. Какое облегчение. Но в политике ничто не делается просто так.;x
EVTOPTA_ZE_23000;Благодарю, помощь мне не помешает...;x
EVTOPTB_ZE_23000;Нет! Я справлюсь!;x
EVTDESC_ZE_23001;Прогуливаясь по пыльным коридорам, Вы, как обычно, заглянули в одно из служебных помещений и заметили, как [From.GetTitledFirstName], погрузившись в работу, вот-вот грохнется на рабочий стол от усталости. Прекрасная возможность помочь коллеге, ведь в долгу [From.GetSheHe] не останется. Тяжелый взгляд, полный обречённости сменяет улыбка - [From.GetSheHe] принимает Ваше предложение.;x
EVTOPTA_ZE_23001;Всё равно у меня сейчас нет работы.;x
EVTDESC_ZE_23002;Прогуливаясь по пыльным коридорам, Вы, как обычно, заглянули в одно из служебных помещений и заметили, как [From.GetTitledFirstName], погрузившись в работу, вот-вот грохнется на рабочий стол от усталости. Прекрасная возможность помочь коллеге, ведь в долгу [From.GetSheHe] не останется. Вы так думали... Но в ответ услышали лишь гневный выпад с просьбой не отвлекать от [From.GetHersHis] от важных дел!;x
EVTOPTA_ZE_23002;Ха! Ну удачи с работой!;x
EVTDESC_ZE_23005;Любой правитель время от времени должен открыто встречаться с простым народом. Хотя бы для того, чтобы они знали - он до сих пор существует. На сей раз это [helping_vassal.Capital.GetName], интересное и самобытное местечко. Местные хорошо встретили Вас, но в процессе беседы Вы даже не поняли чем именно их оскорбили. Обернувшись в поисках своей охраны, Вы обнаружили, что эти бездельники давно ушли в таверну! Сначала полетели тухлые овощи, а потом предметы потяжелее.;x
EVTOPTA_ZE_23005;[helping_vassal.GetTitledFirstName]. Надо найти [helping_vassal.GetHersHis]!;x
EVTOPTB_ZE_23005;Пора бежать!;x
EVTOPTA_ZE_23005_custom_tooltip_a;Надеяться, что [helping_vassal.GetTitledFirstName] поможет и бежать к [helping_vassal.GetHersHis] ближайшей резиденции.;x
EVTOPTA_ZE_23005_custom_tooltip_b;[Root.GetTitledName] избежит опасности и скроется;x
EVTDESC_ZE_23006;Вы спокойно занимаетесь своими делами и Вы вдруг слышите ужасный шум - это где-то на улице. Вы откываете дверь и видите, как [From.GetTitledFirstName] бежит к Вам навстречу, спасаясь от разъярённой толпы! Если Вы предложите [From.GetHerHim] убежище в такой момент, [From.GetSheHe] будет перед Вами в долгу.;x
EVTOPTA_ZE_23006;Скорее! Сюда!;x
EVTOPTB_ZE_23006;Мне не нужны проблемы!;x
EVTDESC_ZE_23007;Убегая от толпы, Вы видите, как [From.GetTitledFirstName] машет Вам через открытую дверь! Вы бежите к н[From.GetHerHim] и едва оказавшись в [From.GetHersHis] доме, крепко закрываете за собой дверь. Наконец-то Вы в безопасности. Кто бы мог подумать, что эти люди такие обидчивые...;x
EVTOPTA_ZE_23007;Вы спасли меня! Я у Вас в долгу.;x
EVTDESC_ZE_23008;Убегая от толпы, Вы видите, как [From.GetTitledFirstName] приоткрывает дверь, чтобы посмотреть, что происходит. Вы машете [From.GetHerHim], но заметив Вас, [From.GetSheHe] вместо того, чтобы помочь тут же закрывает за собой дверь!;x
EVTOPTA_ZE_23008;[GetRootFromInsult]!;x
change_composition_mercenary_company_feudal;Снабдить военную компанию;x
change_composition_mercenary_company_feudal_desc;Отправляя снаряжение в свою военную компанию, можно поменять структуру отряда, заменив лёгкие войска тяжелыми.;x
send_troops_mercenary_company_feudal;Пополнить военную компанию;x
send_troops_mercenary_company_feudal_desc;Увеличив расходы на свою военную компанию, можно увеличить количество её войск.;x
EVTDESC_ZE_23101;Я могу послать новое снаряжение своим войскам, чтобы изменить их состав и повысить боеспособность. [From.PrimaryTitle.GetName] получит его в кратчайшие сроки.;x
EVTOPTA_ZE_23101;Снабдить тяжёлую пехоту;x
EVTOPTB_ZE_23101;Снабдить копейщиков;x
EVTOPTC_ZE_23101;Снабдить тяжелую конницу;x
EVTOPTD_ZE_23101;Но это бессмысленно;x
EVTDESC_ZE_23106;Я могу послать подкрепление своим войскам, чтобы усилить их. [From.GetFirstName] и [From.GetHersHis] [From.PrimaryTitle.GetName] получат его в кратчайшие сроки.;x
EVTOPTA_ZE_23106;Послать солдат;x
EVTOPTB_ZE_23106;Послать конницу;x
EVTDESC_ZE_23152;Встречаясь с Вами по долгу службы, [From.GetTitledFirstName] рассказывает Вам о своих нанимателях. Сейчас это [merc_band_employer.GetTitledFirstName], и Вы слышите только похвальные отзывы. Вероятно имеет смысл организовать встречу, чтобы обсудить возможные соглашения.;x
EVTOPTA_ZE_23152;Я напишу [merc_band_employer.GetHerHim].;x
EVTOPTB_ZE_23152;Это мне неинтересно.;x
EVTDESC_ZE_23154;[GetFromRootCompliment] [Root.GetFirstName],\n[FromFrom.GetTitledFirstName] очень хорошо отзывается о Вас. Если Вы не против, мы могли бы втретиться и обсудить наше сотрудничество с глазу на глаз. Я организую праздник в Вашу честь.\n [From.GetTitledName];x
EVTOPTA_ZE_23154;Интересно! Думаю, мне стоит пойти.;x
EVTOPTB_ZE_23154;Мне это не нужно.;x
EVTDESC_ZE_23155;[GetFromRootCompliment] [Root.GetFirstName],\nБлагодарю Вас за приглашение. Конечно, я приду! Отдам распоряжение начать приготовления к скорейшему отбытию.\nС уважением,\n [From.GetTitledName];x
EVTOPTA_ZE_23155;Прекрасно!;x
EVTDESC_ZE_23156;[GetFromRootCompliment] [Root.GetFirstName],\nБлагодарю Вас за приглашение, но к сожалению я не смогу приехать к Вам в ближайшее время.\nС уважением,\n [From.GetTitledName];x
EVTOPTA_ZE_23156;Очень жаль.;x
EVTDESC_ZE_23157;Вы и не думали, что когда [FromFrom.GetTitledFirstName] прибудет к Вам на праздник, всё пройдёт настолько хорошо. Вы ели, пили и веселились, беседуя на разные темы, а когда праздник подошёл к концу, Вы расстались хорошими друзьями и подписали пакт о ненападении.;x
EVTOPTA_ZE_23157;Надо как-нибудь повторить!;x
EVTTITLE_ZE_23157;Oбщий праздник;x
EVTDESC_ZE_23158;Когда Вы прибыли на праздник, то и подумать не могли, что [From.GetTitledFirstName] так хорошо всё организует. Вы ели, пили и веселились, беседуя на разные темы, а когда праздник подошёл к концу, Вы расстались хорошими друзьями и подписали пакт о ненападении.;x
EVTOPTA_ZE_23158;Благодарю за вечер! До новых встреч!;x
#INFAMY_LOWER_TRIGGER;$CHAR|Y$ Infamy lower than $VALUE|Y$.;Dйshonneur de $CHAR|Y$ plus faible que $VALUE|Y$.;$CHAR|Y$ Infamie unter $VALUE|Y$.;;$CHAR|Y$ Infamia mбs abaja de $VALUE|Y$.;;;;;;;;;x
#INFAMY_HIGHER_TRIGGER;$CHAR|Y$ Infamy higher than $VALUE|Y$.;Dйshonneur de $CHAR|Y$ plus йlevй que $VALUE|Y$.;$CHAR|Y$ Infamie ьber $VALUE|Y$.;;$CHAR|Y$ Infamia mбs alta de $VALUE|Y$.;;;;;;;;;x
#CHANGE_INFAMY_EFFECT;$CHAR|Y$ Infamy $VALUE|Y$ added.;Dйshonneur de $CHAR|Y$ a gagnй $VALUE|Y$.;$CHAR|Y$ Infamie $VALUE|Y$ hinzugefьgt.;;$CHAR|Y$ aсade $VALUE|Y$ Infamia.;;;;;;;;;x
RESTORE_SUCCESSION_EFFECT;$TITLE|Y$ восстанавливает закон $LAW|Y$.;x
succ_council_elective;Выборы через Совет;x
COUNCIL_SUCCESSION_VOTE_ON;Позволяет Совету голосовать за преемника;x
COUNCIL_SUCCESSION_VOTE_OFF;Запрещает Совету голосовать за преемника;x
ATTRITION_SHATTERED_HOSTILE_TERRITORY;Отступление на вражеской территории: §R+$VALUE$%§!;x
ATTRITION_SHATTERED_NEUTRAL_TERRITORY;Отступление на нейтральной территории: §R+$VALUE$%§!;x
ATTRITION_SHATTERED_FRIENDLY_TERRITORY;Отступление на дружественной территории: §R+$VALUE$%§!;x
SHATTERED_IGNORES_LEADER_ATTRITION;Измор отступающих войск не зависит от навыков их лидера;x
BATTLE_WARSCORE_LIMIT_ATTACKERS;Военный счёт от битв ограничен значением $VALUE$ для нападающих;x
BATTLE_WARSCORE_LIMIT_DEFENDERS;Военный счёт от битв ограничен значением $VALUE$ для обороняющихся;x
INTERACTION_CANNOT_BREAK_FAVOR_BETROTHAL;Услугой не может быть помолвка;x
haughty_desc;Этот тщеславный ребёнок убеждён в собственном превосходстве. Может вырасти: §Yвысокомерным§!, §Yсамодуром§! или §Yжестоким§!.;x
affectionate_desc;Этот ребёнок охотно проявляет любовь и ласку. Может вырасти: §Yдобрым§!, §Yудовлетворённым§! или §Yдоверчивым§!.;x
timid_desc;Этот тихий и скромный ребёнок обычно избегает открытых конфликтов. Может вырасти: §Yскромным§!, §Yзастенчивым§! или §Yтрусом§!.;x
rowdy_desc;Этот неугомонный сорванец редко способен усидеть на месте. Может вырасти: §Yмускулистым§!, §Yчестным§! или §Yтупым§!.;x
willful_desc;У этого ребёнка сильный характер, его нелегко подчинить или сбить с пути. Может вырасти: §Yамбициозным§!, §Yхрабрым§! или §Yупрямым§!.;x
brooding_desc;Играм на свежем воздухе этот ребёнок предпочитает тихие уединённые размышления. Может вырасти: §Yсправедливым§!, §Yгневным§! или §Yзавистливым§!.;x
indolent_desc;Этот ребёнок не любит напрягаться и избегает любых нагрузок. Может вырасти: §Yщедрым§!, §Yленивым§! или §Yобжорой§!.;x
playful_desc;Этот ребёнок любит игры и развлечения, нередко превращая любое удобное занятие в забаву. Может вырасти: §Yобщительным§!, §Yковарным§! или (редко) §Yсумасшедшим§!.;x
conscientious_desc;Этот ребёнок необычайно ответственен и скурпулёзно выполняет любые задачи, доводя их до совершенства. Может вырасти: §Yусердным§! или §Yумеренным§!.;x
fussy_desc;Этот ребёнок необычайно придирчив к деталям, которые выглядят совершенно незначительными для других. Может вырасти: §Yтерпеливым§!, §Yжадным§! или §Yпараноиком§!.;x
curious_desc;Этот ребёнок очень любознателен, повсюду суёт свой нос, задаёт вопросы, ищет всё новое и необычное. Может вырасти: §Yпроницательным§!, §Yциничным§! или §Yсочувствующим другим религиям§!.;x
idolizer_desc;Этого ребёнка очень легко удивить. Его занимают вселенские истины и судьбы мира. Может вырасти: §Yнабожным§!, §Yэрудитом§! или §Yхилым§!.;x
CHRONICLE_RUNESTONE_POSSESSED;Pунный камень [Root.GetTitledName] возвел[Root.GetEndA] как напоминание о Ксухмалзе, повелителе демонов царства Зулмарах, который вернётся через тысячу лет, дабы принести хаос и разрушения в этот жалкий мир.;x
CHRONICLE_HELD_NERGE;Cегодня [Root.GetTitledName] провел[Root.GetEndA] джерге в [Root.Location.County.GetAdjective]их землях.;x
EVTDESC_ZE_10076;[GetFromRootInsult]!\nМои люди слишком долго мирились с Вашим подлым отношением. Вы почему-то решили, что солдаты - просто скот, который можно гнать на убой, но уверяю Вас, этому пришёл конец. Я с превеликим удовольствием присоединюсь к Вашему врагу на поле боя.;x
EVTOPTA_ZE_10076;Неблагодарная мразь!;x
#pattern_selfish_affects_council_stability_tooltip;Это явно не понравится Совету!\n;x
tooltip_disables_advisors;\nЗапрещает специальный титул советника для королей и императоров.\n;x
tooltip_enables_advisors;\nРазрешает специальный титул советника для королей и императоров.\n;x
opinion_denied_request;Отказал в просьбе;x
EDUCATE_CHARACTER_INTERACTION_LONG_DESC_CONCLAVE;В возрасте шести лет, ребёнок может получить наставника. Религия и культура наставника, а также некоторые черты характера могут повлиять на развитие ребёнка;x
EVTOPTX_ZE_6021;У меня другие планы.;x
EVTOPTY_ZE_6021;[From.GetSheHeCap] станет моим советником.;x
well_mannered;Благовоспитанность;x
ask_for_pardon;Просьба о помиловании;x
ask_for_pardon_desc;Поскольку Ваш сюзерен в долгу перед Вами, можно в качестве §Yуслуги§! попросить его закрыть глаза на любые причины для изгнания, казни, заключения или отзыва Ваших титулов.;x
EVTDESC_ZE_8120;[pardon_target.GetBestName] напоминает, что Вы у н[pardon_target.GetHersHis] в долгу и предлагает в качестве расплаты забыть о [pardon_target.GetHersHis] гнусных преступлениях. Вы больше не сможете предпринять враждебные действия против н[pardon_target.GetHersHis] без риска разоблачить себя.;x
EVTOPTA_ZE_8120;Понять и простить.;x
faction_powerful_vassal_takeover_title;Государственный переворот;x #[From.Liege.GetBestName]
opinion_abdicated;Отрёкся от титула по требованию;x
EVTDESC8220;[GetFromRootInsult]! Мы более не намерены стоять в стороне, пока такие тираны, как Вы, игнорируют мнение Совета. Отрекитесь от своего титула. Мы считаем, что [new_title_holder.GetFullName] - наиболее достойный кандидат. Согласитесь с требованием мирно или столкнётесь с нежелательными последствиями.\nПодпись:\n [From.GetTitledName];x
EVTDESC8223;Чтобы избавить страну от гражданской войны, я отрекаюсь от престола. Однако Ваш бесчестный шантаж не будет забыт...\n\nПодпись:\n [From.GetTitledName];x
faction_powerful_vassal_takeover_ultimatum;Потребовать отречения;x
faction_powerful_vassal_takeover_ultimatum_desc;§Y[Root.Liege.GetBestName]§! получит ультиматум, требующий отречения от престола в пользу наиболее популярного кандидата среди своих вассалов. Если [Root.Liege.GetSubjectPronoun] откажется, Ваша фракция поднимет восстание.;x
CB_NAME_POWERFUL_VASSAL_TAKEOVER;Отстранить правителя;x
WAR_NAME_POWERFUL_VASSAL_TAKEOVER;$ORDER$Война за отстранение правителя, известного как $DEFENDER$, от власти;x
AIREASON_IS_MY_VASSAL;Мой вассал;x
EVTOPTREFUSE_WOL100;Этого не будет.;x
EVTDESC_WOL_119;Судя по всему, [FromFromFrom.GetBestName] избегает отношений подобного рода, и это широко известно. Любые попытки соблазить [FromFromFrom.GetHersHis] - пустая трата времени...;x
EVTOPTA_WOL_119;Пора двигаться дальше.;x
